layers,atempt,train_loss,validation_loss,validation_test,generalisation_x2,generalisation_x4
6,3,"[3.2554317240715025, 3.1494856309890746, 3.1443917908668517, 3.143964411020279, 3.1439592394828795, 3.1437742269039153, 3.1430856869220736, 3.142528781890869, 3.1421338748931884, 3.1441747424602506, 3.1414076113700866, 3.1421369457244874, 3.141521087884903, 3.139949565887451, 3.1398815784454346, 3.1394079513549804, 3.1377106688022613, 3.137184737443924, 3.137945780754089, 3.139992443561554, 3.1404124908447266, 3.139679332971573, 3.1395460493564604, 3.1409945652484894, 3.1414151158332824, 3.1420181534290315, 3.1417306792736053, 3.140679265022278, 3.1414629549980164, 3.1424235372543334, 3.1415139474868776, 3.148023512840271, 3.1511422145366668, 3.1491768469810486, 3.1479243552684784, 3.146995808839798, 3.138543740272522, 3.1390161316394805, 3.1390462517738342, 3.1390025725364685, 3.138841713666916, 3.1373057482242586, 3.1384884436130522, 3.139394594669342, 3.138066073179245, 3.138123578310013, 3.1391721999645235, 3.1399335644245148, 3.1392878940105438, 3.140886957883835, 3.1401378958225252, 3.1392381231784823, 3.1388991153240204, 3.137247042655945, 3.1381590387821197, 3.1374494507312773, 3.1388662707805635, 3.1391217551231385, 3.13788226890564, 3.1384378931522368, 3.1393698716163634, 3.140266947031021, 3.147135117530823, 3.1505834228992464, 3.1489464373588563, 3.1490464153289794, 3.149164468765259, 3.147819280385971, 3.1484785327911378, 3.1488430848121642, 3.1466716699326]",3.1461398349167764,"(1.0, 0.993, 0.005)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
6,4,"[3.263975159883499, 3.146208258628845, 3.1422457551956176, 3.1308760941028595, 3.109409148693085, 3.105909594297409, 3.1005864572525024, 3.0953290841579437, 3.09153275680542, 3.0895241219997405, 3.0851522285938264, 3.0832431054115297, 3.080975912332535, 3.079382457971573, 3.0783579940795898, 3.076565289258957, 3.074046013355255, 3.0728113255500795, 3.0721228680610655, 3.0723748559951782, 3.071138313770294, 3.070671699523926, 3.069879765033722, 3.0701823391914367, 3.0701949779987334, 3.0701305570602417, 3.0699321503639223, 3.069203037023544, 3.068600018262863, 3.06913538146019, 3.068347805738449, 3.0683012018203737, 3.0681096568107606, 3.0673987481594085, 3.0678520054817198, 3.067029863357544, 3.067840058326721, 3.0669686801433564, 3.0677042906284333, 3.0678965644836427, 3.0676096646785735, 3.0664257493019105, 3.066803805112839, 3.0665056352615356, 3.060024078607559, 3.056741745233536, 3.051992723464966, 3.04863808965683, 3.0473011140823365, 3.047617894649506, 3.046030021905899, 3.0457969353199004, 3.0460244369506837, 3.044405110359192, 3.0449710445404055, 3.044387246131897, 3.044387270450592, 3.044210494756699, 3.043386988401413, 3.0439717638492585, 3.045291221857071, 3.043939966201782, 3.043260947227478, 3.0408309161663056, 3.04024445271492, 3.039777632236481, 3.0407024681568147, 3.0394518139362336, 3.033329427957535, 3.029396104335785, 3.0267593616875597]",3.0262198840001777,"(0.995, 0.988, 0.024)","(0.001, 0.0, 0.0)","(0.0, 0.0, 0.0)"
7,0,"[3.505028696060181, 3.5041842367649076, 3.5039138157367704, 3.5044682552814486, 3.5042640233039855, 3.5044445939064026, 3.504203499555588, 3.504434773683548, 3.504200884103775, 3.504522287607193, 3.5042961122989653, 3.5041591973304747, 3.503893836736679, 3.503852746963501, 3.5038015162944793, 3.504385397195816, 3.5042211933135987, 3.5041252624988557, 3.5040190968513487, 3.5046493225097657, 3.5043736090660094, 3.5041583647727967, 3.5039446523189546, 3.5041414585113526, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.503803195476532, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.504118729351761,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
7,1,"[3.465316367149353, 3.2932993874549865, 3.292462373971939, 3.292531230688095, 3.2912508113384247, 3.2189239416122435, 3.2124730534553527, 3.2113186926841735, 3.2070944375991823, 3.2016351084709167, 3.20145876455307, 3.2016737406253815, 3.2015965530872346, 3.2020249996185304, 3.202023771762848, 3.2014685180187223, 3.2009482035636903, 3.20157341337204, 3.2015967791080473, 3.201518220901489, 3.201485129594803, 3.202478439331055, 3.2007072741985323, 3.2011812121868135, 3.201773150205612, 3.2090611329078675, 3.213156028032303, 3.206238862276077, 3.2015923583507537, 3.201909989833832, 3.2043184139728544, 3.202071669816971, 3.2011417388916015, 3.212625790834427, 3.2996129944324495, 3.2736095604896547, 3.2022689046859742, 3.2040977296829225, 3.202384027004242, 3.2021287541389465, 3.202854767084122, 3.2037779006958007, 3.202124352693558, 3.202080745458603, 3.202100920677185, 3.202278322696686, 3.2030456380844115, 3.202399927139282, 3.2026276190280916, 3.202614387989044, 3.2029427099227905, 3.205843278884888, 3.202402240991592, 3.2020988280773164, 3.202421143293381, 3.202119077920914, 3.202017058849335, 3.202337308883667, 3.202053684234619, 3.202329617023468, 3.2025649971961974, 3.2027102015018465, 3.2023596954345703, 3.2024096648693083, 3.206813707113266, 3.2022681851387023, 3.2028241968154907, 3.202584419965744, 3.2024994173049928, 3.2032575562000276, 3.202618348331878]",3.2022314966373404,"(0.445, 0.062, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
7,2,"[3.5051927754878998, 3.504193550825119, 3.503882935285568, 3.5044684154987333, 3.504263821363449, 3.4122699601650237, 3.3818051888942717, 3.3821705641746522, 3.379920702457428, 3.3806859319210054, 3.379896509647369, 3.314665426015854, 3.306491671085358, 3.3061869502067567, 3.3060245389938356, 3.3066865305900572, 3.3062485413551332, 3.3061692686080932, 3.3062336003780364, 3.306896091461182, 3.3804394125938417, 3.3671834661960602, 3.2856972460746765, 3.354216834783554, 3.3668260877132417, 3.398893606185913, 3.50428159737587, 3.504432469844818, 3.504185755252838, 3.5039118757247927, 3.504079936981201, 3.5041665482521056, 3.5040126640796663, 3.503986999750137, 3.504390645980835, 3.503857351064682, 3.503964575052261, 3.5039195499420166, 3.5044568741321562, 3.504084296941757, 3.5042989258766175, 3.5037941064834595, 3.5039868824481966, 3.504415600061417, 3.503848492383957, 3.504077091217041, 3.5041677479743956, 3.5041698665618894, 3.504262829065323, 3.504357181787491, 3.504001585483551, 3.504190182209015, 3.5041531693935393, 3.5041807794570925, 3.5046954066753386, 3.5043912620544435, 3.504066352844238, 3.5043399670124056, 3.504306888103485, 3.5038032035827635, 3.50438543009758, 3.5044814219474794, 3.5042259819507597, 3.503825987815857, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187292907297,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
7,3,"[3.5052496690750123, 3.504195575714111, 3.5038840277194976, 3.5044691812992097, 3.5042643151283266, 3.5044445774555206, 3.5042032668590544, 3.5044348001480103, 3.50485369849205, 3.504522804260254, 3.5042965531349184, 3.5041597023010254, 3.5038944725990295, 3.50385320353508, 3.503801933288574, 3.5043857684135435, 3.504221494913101, 3.5041255555152895, 3.504019370794296, 3.504649503469467, 3.504373700141907, 3.5041583967208862, 3.5039446601867676, 3.5041414587497712, 3.5041431980133058, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187292907297,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
7,4,"[3.50553285241127, 3.5042311577796936, 3.5038877148628234, 3.5044706015586855, 3.403007073879242, 3.3877953109741212, 3.3877119023799898, 3.3846799883842467, 3.386051247358322, 3.3534105532169343, 3.3145549159049987, 3.3070907447338103, 3.3074445567131043, 3.3133541553020476, 3.5038017563819883, 3.504385541677475, 3.5042212929725647, 3.5041253435611726, 3.5040191531181337, 3.5046493535041807, 3.504373633623123, 3.5041583776474, 3.503944658756256, 3.504141461133957, 3.5041432008743287, 3.504442813873291, 3.5042815754413605, 3.5044324700832368, 3.5041857554912568, 3.5039118757247927, 3.504079937696457, 3.5041665496826173, 3.504012666463852, 3.5039869995117185, 3.5043906474113466, 3.5038573524951935, 3.503964576482773, 3.5039195499420166, 3.504456874847412, 3.504084297657013, 3.5042989275455474, 3.5037941081523893, 3.503986883640289, 3.5044156019687653, 3.503848492383957, 3.504077089071274, 3.50416774725914, 3.5041698644161223, 3.5042628276348116, 3.5043571794033053, 3.504001583576202, 3.5041901788711547, 3.5041531660556795, 3.5041807765960695, 3.5046954033374784, 3.5043912572860716, 3.5040663459300996, 3.504339962720871, 3.504306882381439, 3.5038031952381132, 3.5043854203224183, 3.5044814116954806, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.5041295058727266, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187293212452,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
8,0,"[3.505282468795776, 3.5041906852722167, 3.5038822836875916, 3.5045047326087952, 3.504264269113541, 3.5044448926448823, 3.504203526973724, 3.4787610831260682, 3.4184416902065276, 3.497520482301712, 3.5042970435619356, 3.5041598768234254, 3.503894483566284, 3.5038533957004545, 3.5038020167350767, 3.5043858020305634, 3.50422154712677, 3.504125584602356, 3.5040193891525266, 3.5046495876312256, 3.504373854160309, 3.504158523797989, 3.5039447407722473, 3.504141491651535, 3.504143211364746, 3.5044428186416625, 3.5042815749645233, 3.5044324679374697, 3.5041857550144195, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187292907297,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
8,1,"[3.5056694371700288, 3.5042046310901642, 3.503886741638184, 3.5044699773788452, 3.5042649233341217, 3.504444726228714, 3.5042031989097597, 3.504434824228287, 3.5042009310722353, 3.50452224111557, 3.504296052932739, 3.5041591811180113, 3.503893753051758, 3.5038527374267576, 3.503801517009735, 3.504385397195816, 3.5042211933135987, 3.5041252624988557, 3.5040190968513487, 3.5046493225097657, 3.5043736090660094, 3.5041583647727967, 3.5039446523189546, 3.5041414585113526, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.504390645265579, 3.503857351064682, 3.503964574575424, 3.5039195482730867, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.504077089071274, 3.5041677465438843, 3.5041698634624483, 3.5042628276348116, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.504180776357651, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.5040503277778625, 3.5045591127872466, 3.503913919004008]",3.504118729412792,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
8,2,"[3.2785660734176636, 3.2066879234313963, 3.1773147222995757, 3.1430733530521393, 3.143458030462265, 3.142411925315857, 3.142928352832794, 3.1422708621025084, 3.142301136493683, 3.1473305110931395, 3.1468962843418122, 3.1485517134666443, 3.15053662610054, 3.1488404977321625, 3.1518470301628114, 3.1511439893245696, 3.1536307270526884, 3.1489178447723387, 3.1433510315418243, 3.1439514601230623, 3.143414071559906, 3.1447686212062838, 3.1441517417430878, 3.146463680267334, 3.1444387662410738, 3.1459239077568055, 3.1526503763198854, 3.1516411368846895, 3.14215985417366, 3.145866277217865, 3.1501097831726073, 3.1489644622802735, 3.143783577680588, 3.143970839738846, 3.1513808286190033, 3.153715580701828, 3.1552490684986116, 3.155021202325821, 3.1562011635303495, 3.1547059910297395, 3.155034257173538, 3.154449174404144, 3.1535878744125365, 3.1560466611385345, 3.153530194044113, 3.155863452196121, 3.156760946512222, 3.1568731253147124, 3.1549638822078703, 3.155407326221466, 3.155157705307007, 3.1541441543102264, 3.154392532110214, 3.1545866804122924, 3.156797924041748, 3.1577711050510406, 3.1557226121425628, 3.1576635217666627, 3.155034522294998, 3.1570020298957826, 3.158834206819534, 3.156110004901886, 3.153829998731613, 3.1562590963840487, 3.1940227015018463, 3.154007263422012, 3.1554932746887205, 3.1542714118957518, 3.1554677608013155, 3.1681538133621214, 3.1581002828031304]",3.153494529926745,"(0.957, 0.865, 0.005)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
8,3,"[3.505356508731842, 3.50426876616478, 3.5038833611011504, 3.5044689731597902, 3.5042640635967253, 3.504444303512573, 3.504203188419342, 3.5044345407485964, 3.504200827598572, 3.5045221924781798, 3.504296073436737, 3.5041590802669527, 3.503893667936325, 3.503852726221085, 3.503801517248154, 3.504385397672653, 3.5042211933135987, 3.5041252624988557, 3.5040190968513487, 3.5046493225097657, 3.5043736090660094, 3.5041583647727967, 3.503944652557373, 3.5041414587497712, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187292907297,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
8,4,"[3.2705250606536866, 3.1895723266601563, 3.166324086666107, 3.1524396347999573, 3.153995048046112, 3.1584500124454498, 3.158842745065689, 3.1584017748832705, 3.15677006816864, 3.1572083394527435, 3.155703577041626, 3.15652321100235, 3.1575301361083983, 3.156611587047577, 3.1583706636428834, 3.1593385887145997, 3.1584687974452974, 3.1595739698410035, 3.1577817196846008, 3.1637684540748596, 3.162412927389145, 3.161027757883072, 3.1620104439258574, 3.1615945959091185, 3.1602726829051973, 3.1586730597019197, 3.156721224308014, 3.156027965068817, 3.155975353240967, 3.156204965353012, 3.157905863761902, 3.156587953567505, 3.1592463850975037, 3.1615068137645723, 3.165007623195648, 3.1633452968597413, 3.1604829547405244, 3.1607274436950683, 3.1627533037662507, 3.1620801305770874, 3.1636061956882475, 3.1611030595302583, 3.1588505859375, 3.158378428220749, 3.157527638196945, 3.1577485270500185, 3.169232774734497, 3.1692027475833893, 3.1679865305423736, 3.167679734945297, 3.167218465566635, 3.162587452173233, 3.162516125917435, 3.162247358560562, 3.166020848274231, 3.185945123910904, 3.1694032554626466, 3.1639513027668, 3.1624091031551362, 3.1592797949314115, 3.159615653991699, 3.1581930515766143, 3.14807036113739, 3.146193572998047, 3.14879505610466, 3.1473733820915224, 3.147329423427582, 3.148200467824936, 3.1478456904888152, 3.1489380407333374, 3.1485891654468574]",3.1556605422724138,"(0.941, 0.64, 0.001)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
9,0,"[3.505011554002762, 3.504184766292572, 3.503879445075989, 3.5044668402671815, 3.5042627675533295, 3.5044437797069548, 3.5043193037509917, 3.504434303998947, 3.504200877189636, 3.5045223107337953, 3.504296133518219, 3.504159194946289, 3.503893917322159, 3.5038527824878694, 3.5038015205860136, 3.504385397195816, 3.5042211933135987, 3.5041252624988557, 3.5040190968513487, 3.5046493225097657, 3.5043736090660094, 3.5041583647727967, 3.5039446523189546, 3.5041414585113526, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.504066346168518, 3.5043399624824523, 3.504306882619858, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.504225967884064, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.5039139197657283]",3.5041187293212452,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
9,1,"[3.505370843887329, 3.5041941816806794, 3.5038840048313142, 3.5044691700935364, 3.5042645037174225, 3.5044447345733643, 3.5042032516002655, 3.504434805393219, 3.504200996875763, 3.5045222520828245, 3.504296081542969, 3.504159178972244, 3.5038938114643097, 3.503852752685547, 3.5038015167713166, 3.504385397195816, 3.5042211933135987, 3.5041252624988557, 3.5040190968513487, 3.5046493225097657, 3.5043736090660094, 3.5041583647727967, 3.5039446523189546, 3.5041414585113526, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.504077089071274, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.504357178926468, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.503803195476532, 3.5043854207992555, 3.504481411457062, 3.504225967884064, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.5039139197657283]",3.5041187293822764,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
9,2,"[3.505511068820953, 3.5041977653503418, 3.451503173112869, 3.382578414440155, 3.5042673234939574, 3.504447098016739, 3.50420493721962, 3.504435759305954, 3.5042020406723022, 3.5045229530334474, 3.504296299934387, 3.504159236431122, 3.503893980741501, 3.503853043317795, 3.5038017933368684, 3.5043854947090147, 3.504221214771271, 3.5041252641677856, 3.5040190968513487, 3.5046493225097657, 3.5043736090660094, 3.5041583647727967, 3.5039446523189546, 3.5041414585113526, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.5041253945827484, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187292907297,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
9,3,"[3.5053839805126192, 3.504192654371262, 3.503881182193756, 3.5044672665596006, 3.5042626526355742, 3.5044436964988708, 3.5042026119232177, 3.5044340624809265, 3.5042007822990415, 3.5045221593379976, 3.5042959191799166, 3.5041588613986967, 3.5038936233520506, 3.5038527164459228, 3.5038015162944793, 3.504385397195816, 3.5042211933135987, 3.5041252624988557, 3.504020501613617, 3.5046493241786956, 3.5043736095428466, 3.5041583650112154, 3.5039446523189546, 3.5041414585113526, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324684143064, 3.504185754776001, 3.5039118745326996, 3.5040799367427824, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.5038573513031004, 3.503964574575424, 3.5039195482730867, 3.5044568741321562, 3.5040842971801758, 3.5042989253997803, 3.503794106245041, 3.503986882686615, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.504695403575897, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882619858, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187292907297,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
9,4,"[3.3015517847537996, 3.2479754891395567, 3.2202688562870025, 3.1851890802383425, 3.184257237672806, 3.1837701122760773, 3.1834672865867613, 3.183394379854202, 3.1834511172771456, 3.1851901924610138, 3.186253947496414, 3.202444839477539, 3.202276883840561, 3.2023354952335357, 3.2022757346630097, 3.2022706255912783, 3.202116103887558, 3.202002197980881, 3.2024420280456543, 3.2026711180210112, 3.202407233953476, 3.2015296812057494, 3.202111271619797, 3.2022460310459135, 3.2024967978000642, 3.202871717453003, 3.2022539954185487, 3.20197323679924, 3.2024701998233795, 3.202487668275833, 3.2012424619197843, 3.1941232874393464, 3.1939387531280516, 3.1917550208568573, 3.19208261847496, 3.1912849779129027, 3.191664661407471, 3.1918518030643463, 3.191642652988434, 3.1916560697555543, 3.192084794282913, 3.19163841176033, 3.1916544404029845, 3.191035605430603, 3.1909559853076934, 3.199509455919266, 3.1919606261253355, 3.1916802911758424, 3.191773828268051, 3.193463433265686, 3.1922229828834534, 3.1919058380126955, 3.192205888271332, 3.191218450546265, 3.1920243117809295, 3.1914364013671874, 3.1916019608974455, 3.1916057572364807, 3.191198004722595, 3.19099619102478, 3.1933722608089448, 3.192037044763565, 3.191493586063385, 3.1912802698612213, 3.1916845042705537, 3.1912184925079345, 3.1920828216075896, 3.1921146175861357, 3.191772726535797, 3.191976455450058, 3.1915237736016415]",3.1915450565765844,"(0.985, 0.023, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
10,0,"[3.505686953544617, 3.5041576588153838, 3.50388721370697, 3.5044701726436616, 3.5042653021812438, 3.504445161819458, 3.5042034885883333, 3.5044348216056824, 3.504201251745224, 3.504522268295288, 3.50429611158371, 3.5041591501235962, 3.5038938903808594, 3.5038527677059172, 3.5038015439510346, 3.504385397195816, 3.5042211933135987, 3.5041252624988557, 3.5040190968513487, 3.5046493225097657, 3.5043736090660094, 3.5041583647727967, 3.5039446523189546, 3.5041414585113526, 3.5041431982517244, 3.5044428129196166, 3.504281574010849, 3.5044324679374697, 3.504185754776001, 3.5039118745326996, 3.5040799365043642, 3.5041665482521056, 3.5040126640796663, 3.5039869985580445, 3.5043906450271605, 3.503857351064682, 3.503964574575424, 3.503919548034668, 3.5044568741321562, 3.504084296941757, 3.5042989253997803, 3.503794106245041, 3.5039868824481966, 3.504415599822998, 3.5038484909534455, 3.5040770888328554, 3.5041677465438843, 3.5041698634624483, 3.504262827396393, 3.5043571786880494, 3.504001582622528, 3.504190178155899, 3.5041531660556795, 3.5041807761192323, 3.5046954033374784, 3.504391256809235, 3.5040663459300996, 3.5043399624824523, 3.504306882381439, 3.5038031952381132, 3.5043854203224183, 3.504481411457062, 3.5042259676456453, 3.503825968503952, 3.5039249365329743, 3.504129505634308, 3.5041942698955535, 3.504125394105911, 3.504050327539444, 3.5045591127872466, 3.503913919004008]",3.5041187292907297,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
