lemma,part_of_speech,antonyms
hypermetropia,noun,myopia
hypermetropy,noun,myopia
hypernatremia,noun,hyponatremia
hyperopia,noun,myopia
hyperparathyroidism,noun,hypoparathyroidism
hyperpigmentation,noun,hypopigmentation
hyperpnea,noun,hypopnea
hypersomnia,noun,insomnia
hypertension,noun,hypotension
hyperthermia,noun,hypothermia
hyperthermy,noun,hypothermia
hyperthyroidism,noun,hypothyroidism
hypertonia,noun,hypotonia
hypertonicity,noun,hypotonicity
hypertonus,noun,hypotonia
hypervolaemia,noun,hypovolemia
hypervolemia,noun,hypovolemia
hypocalcaemia,noun,hypercalcemia
hypocalcemia,noun,hypercalcemia
hypocapnia,noun,hypercapnia
hypoglycaemia,noun,hyperglycemia
hypoglycemia,noun,hyperglycemia
hypokalemia,noun,hyperkalemia
hyponatremia,noun,hypernatremia
hypoparathyroidism,noun,hyperparathyroidism
hypopigmentation,noun,hyperpigmentation
hypopnea,noun,hyperpnea
hypotension,noun,hypertension
hypothermia,noun,hyperthermia
hypothyroidism,noun,hyperthyroidism
hypotonia,noun,hypertonia
hypotonicity,noun,hypertonicity
hypotonus,noun,hypertonia
hypovolaemia,noun,hypervolemia
hypovolemia,noun,hypervolemia
idler,adjective,busy
idling,verb,run
ill-being,noun,well-being
ill health,noun,good health
ill humor,noun,good humor
ill humour,noun,good humor
ill luck,noun,good fortune luck
ill nature,noun,good nature
ill service,noun,service
ill turn,noun,service
illegality,noun,legality
illegibility,noun,legibility
illegitimacy,noun,legitimacy
illiberality,noun,liberality
illicitness,noun,licitness
illiteracy,noun,literacy
illness,noun,wellness
illogic,noun,logicality
illogicality,noun,logicality
illogicalness,noun,logicality
imbalance,noun,balance
imbiber,noun,nondrinker
immateriality,noun,materiality
immatureness,noun,maturity
immaturity,noun,maturity
immediacy,noun,mediacy
immediate payment,noun,credit
immediateness,noun,mediacy
immersion,noun,egress
immobility,noun,mobility
immobilizing,verb,unfreeze
immoderateness,noun,moderation
immoderation,noun,moderation
immodesty,noun,modesty
immorality,noun,morality
immortality,noun,mortality
immotility,noun,motility
immovability,noun,movability
immovableness,noun,movability
immunity,noun,susceptibility
immunocompetence,noun,immunodeficiency
immunodeficiency,noun,immunocompetence
immutability,noun,mutability
immutableness,noun,mutability
impalpability,noun,tangibility
impartiality,noun,partiality
impatience,noun,patience
impenetrability,noun,penetrability
imperceptibility,noun,perceptibility
imperfectibility,noun,perfectibility
imperfection,noun,perfection
imperfectness,noun,perfection
impermanence,noun,permanence
impermanency,noun,permanence
impermeability,noun,permeability
impermeableness,noun,permeability
impermissibility,noun,permissibility
imperviousness,noun,penetrability
impiety,noun,piety
impiousness,noun,piety
implausibility,noun,plausibility
implausibleness,noun,plausibility
implement,verb,exempt
impoliteness,noun,politeness
import,noun,export
import,verb,export
importance,noun,unimportance
importation,noun,export
importing,verb,export
impossibility,noun,possibility
impossibleness,noun,possibility
impotence,noun,power
impotency,noun,power
impoverishment,noun,wealth
impracticability,noun,practicability
impracticableness,noun,practicability
impracticality,noun,practicality
impreciseness,noun,preciseness
imprecision,noun,preciseness
improbability,noun,probability
improbableness,noun,probability
improperness,noun,propriety
impropriety,noun,propriety
improvement,noun,decline
improvidence,noun,providence
imprudence,noun,prudence
impureness,noun,purity
impurity,noun,purity
in-basket,noun,out-basket
in-tray,noun,out-basket
inability,noun,ability
inaccessibility,noun,accessibility
inaccuracy,noun,accuracy
inaction,noun,action
inactivation,noun,activation
inactiveness,noun,action
inactivity,noun,action
inadequacy,noun,sufficiency
inadequateness,noun,adequacy
inadmissibility,noun,admissibility
inadvertence,noun,mindfulness
inadvertency,noun,mindfulness
inadvisability,noun,advisability
inanimateness,noun,animateness
inapplicability,noun,applicability
inappositeness,noun,aptness
inappropriateness,noun,appropriateness
inaptitude,noun,aptitude
inaptness,noun,aptness
inattention,noun,attention
inattentiveness,noun,attentiveness
inaudibility,noun,audibility
inaudibleness,noun,audibility
inauspiciousness,noun,auspiciousness
incapability,noun,capability
incapableness,noun,capability
incapacity,noun,capacity
incaution,noun,caution
incautiousness,noun,caution
incentive,noun,disincentive
incertitude,noun,certainty
incivility,noun,civility
inclemency,noun,good weather
inclementness,noun,good weather
inclination,noun,disinclination
incline,verb,indispose
inclining,verb,indispose
inclusion,noun,exclusion
incognizance,noun,cognizance
incoherence,noun,coherence
incoherency,noun,coherence
income,noun,outgo
incompatibility,noun,compatibility
incompetence,noun,competence
incompetency,noun,competence
incompleteness,noun,completeness
incomprehensibility,noun,comprehensibility
incomprehension,noun,comprehension
incompressibility,noun,compressibility
inconclusiveness,noun,conclusiveness
incongruity,noun,congruity
incongruousness,noun,congruity
inconsequence,noun,consequence
inconsiderateness,noun,consideration
inconsideration,noun,consideration
inconsistency,noun,consistency
inconspicuousness,noun,conspicuousness
inconstancy,noun,constancy
inconvenience,noun,convenience
inconvertibility,noun,convertibility
incoordination,noun,coordination
incorporeality,noun,materiality
incorrectness,noun,correctness
incorruptibility,noun,corruptibility
incorruption,noun,corruptness
incorruptness,noun,corruptness
increase,noun,decrease
increase,verb,decrease
incredibility,noun,credibility
incredibleness,noun,credibility
increment,noun,decrease
incurability,noun,curability
incurableness,noun,curability
indecency,noun,decency
indecision,noun,decisiveness
indecisiveness,noun,decisiveness
indecorousness,noun,decorum
indecorum,noun,decorum
indestructibility,noun,destructibility
indication,noun,contraindication
indigestibility,noun,digestibility
indigestibleness,noun,digestibility
indirect discourse,noun,direct discourse
indirect evidence,noun,direct evidence
indirectness,noun,directness
indiscipline,noun,discipline
indiscreetness,noun,judiciousness
indispensability,noun,dispensability
indispensableness,noun,dispensability
indistinctness,noun,distinctness
individualism,noun,commonality
individuality,noun,commonality
individuation,noun,commonality
inducement,noun,disincentive
inductee,noun,volunteer
inebriation,noun,soberness
inebriety,noun,soberness
ineffectiveness,noun,effectiveness
ineffectuality,noun,effectiveness
ineffectualness,noun,effectiveness
inefficaciousness,noun,efficacy
inefficacy,noun,efficacy
inefficiency,noun,efficiency
inelasticity,noun,elasticity
inelegance,noun,elegance
ineligibility,noun,eligibility
ineptitude,noun,worth
ineptness,noun,suitability
inequality,noun,equality
inequity,noun,fairness
inerrancy,noun,errancy
inertia,noun,activeness
inessentiality,noun,essentiality
inexactitude,noun,exactness
inexactness,noun,exactness
inexpedience,noun,expedience
inexpediency,noun,expedience
inexpensiveness,noun,expensiveness
inexperience,noun,experience
inexplicitness,noun,explicitness
infallibility,noun,fallibility
infamy,noun,fame
infeasibility,noun,feasibility
infelicity,noun,felicity
inferiority,noun,superiority quality
infernal region,noun,Heaven
inferno,noun,Heaven
infertility,noun,fertility
infidelity,noun,fidelity
infield,noun,outfield
infiniteness,noun,finiteness
infinitude,noun,finiteness
inflation,noun,deflation
inflationary spiral,noun,deflationary spiral
inflexibility,noun,flexibility
inflexibleness,noun,flexibility
inflow,noun,outflow
influx,noun,outflow
informality,noun,formality
ingenuousness,noun,disingenuousness
ingratitude,noun,gratitude
ingress,noun,egress
inhibitor,noun,activator
inhospitableness,noun,hospitableness
inhospitality,noun,hospitality
inhumaneness,noun,humaneness
inhumanity,noun,humaneness
initiate,noun,uninitiate
injudiciousness,noun,judiciousness
injustice,noun,justice
inkiness,noun,white
inmarriage,noun,exogamy
inmate,noun,outpatient
innocence,noun,guilt
inopportuneness,noun,opportuneness
inpatient,noun,outpatient
inquiry,noun,answer
insalubriousness,noun,salubrity
insalubrity,noun,salubrity
insanity,noun,sanity
insecureness,noun,secureness
insecurity,noun,security
insensibility,noun,sensibility
insensitiveness,noun,sensitivity
insensitivity,noun,sensitivity
insentience,noun,sentience
insignificance,noun,significance
insincerity,noun,sincerity
insobriety,noun,soberness
insolubility,noun,solvability
insolvency,noun,solvency
insomnia,noun,hypersomnia
instability,noun,stability
insubordination,noun,subordination
insubstantiality,noun,substantiality
insufficiency,noun,sufficiency
insulator,noun,conductor
insurability,noun,uninsurability
intangibility,noun,tangibility
intangibleness,noun,tangibility
integrating,noun,segregation
integrating,verb,disintegrate
integration,noun,segregation
intelligence,noun,stupidity
intelligibility,noun,unintelligibility
intemperance,noun,temperance
intensity,noun,softness
interchangeability,noun,unexchangeability
interchangeableness,noun,unexchangeability
interdict,verb,permit
interest,noun,uninterestingness
interest,verb,bore
interestingness,noun,uninterestingness
interference,noun,nonintervention
intermarriage,noun,endogamy
internality,noun,outwardness
international flight,noun,domestic flight
international law,noun,civil law
international waters,noun,territorial waters waters
internationalism,noun,nationalism
interrogation,noun,answer
intervention,noun,nonintervention
intolerance,noun,tolerance
intoxication,noun,soberness
intractability,noun,tractability
intractableness,noun,tractability
intransitiveness,noun,transitivity
intransitivity,noun,transitivity
intron,noun,exon
introversion,noun,ambiversion
introvert,noun,extrovert
inutility,noun,utility
invariability,noun,unevenness
invariableness,noun,variability
invariance,noun,variability
investing,verb,divest
invisibility,noun,visibility
invisibleness,noun,visibility
involuntariness,noun,willingness
involution,noun,non-engagement-involvement
involvement,noun,non-engagement-involvement
invulnerability,noun,vulnerability
inwardness,noun,outwardness
irreality,noun,reality
irregularity,noun,regularity
irrelevance,noun,relevance
irrelevancy,noun,relevance
irresoluteness,noun,resoluteness
irresolution,noun,resoluteness
irresponsibility,noun,responsibility
irresponsibleness,noun,responsibility
irreverence,noun,reverence
irreversibility,noun,reversibility
irreversible process,noun,reversible process
isotropy,noun,anisotropy
issue,verb,recall
issuing,verb,recall
jam,verb,free
james,verb,free
jamming,verb,free
jibe,verb,disagree
join,verb,disjoin
joining,verb,disjoin
jointure,noun,disunion
joy,noun,sorrow
joy,verb,sadden
joyfulness,noun,sorrow
joyousness,noun,sorrow
judgement in personam,noun,judgment in rem
judgement in rem,noun,judgment in personam
judgment in personam,noun,judgment in rem
judgment in rem,noun,judgment in personam
judgment of conviction,noun,acquittal
judiciousness,noun,injudiciousness
juicer,noun,nondrinker
june 21,noun,winter solstice
justice,noun,injustice
justness,noun,injustice
juvenile person,noun,adult
kainogenesis,noun,palingenesis
katabolism,noun,anabolism
katamorphism,noun,anamorphism
keenness,noun,dullness
keep,verb,discontinue
keeping,verb,discontinue
kenogenesis,noun,palingenesis
kick,verb,cheer
kicking,verb,cheer
kickoff,noun,middle
kid,noun,parent
kinaesthesia,noun,kinanesthesia
kinaesthesis,noun,kinanesthesia
kinanesthesia,noun,kinesthesia
kindness,noun,unkindness
kinesthesia,noun,kinanesthesia
kinesthesis,noun,kinanesthesia
kinesthetics,noun,kinanesthesia
king,noun,queen monarch
kip,verb,wake
knock,verb,praise
knocking,verb,praise
knot,verb,unravel
know,verb,ignore
knowingness,noun,incognizance
kvetch,verb,cheer
lace,verb,untwine
lacing,verb,untwine
lack,verb,have
lactate,verb,bottlefeed
lady,noun,Lord
laissez-faire economy,noun,non-market economy
laity,noun,clergy
largeness,noun,smallness
lash,verb,unlash
lashings,verb,unlash
lateness,noun,earliness
laugh,verb,cry
launch,verb,abolish
launching,verb,abolish
laurels,noun,dishonor
law of nations,noun,civil law
lawfulness,noun,unlawfulness
laxation,noun,tightening
lay witness,noun,expert witness
layman,noun,clergyman
layperson,noun,clergyman
lead,noun,deficit
lead,verb,follow
leaded gasoline,noun,unleaded gasoline
leaded petrol,noun,unleaded gasoline
leader,noun,follower
leaders,noun,follower
leaner,adjective,fat
leanness,noun,fatness
leave,verb,arrive
leaving,verb,arrive
led,verb,follow
lee side,noun,windward
lees,noun,windward
legal age,noun,minority
legality,noun,illegality
legibility,noun,illegibility
legitimacy,noun,illegitimacy
lender,noun,borrower
lending,verb,borrow
lengthening,verb,shorten
lent,verb,borrow
lessening,noun,increase
lessening,verb,increase
let,verb,prevent
letting,verb,prevent
leveling,verb,raise
levitation,noun,gravitation
levity,noun,gravity
levorotation,noun,dextrorotation
lexical ambiguity,noun,monosemy
liabilities,noun,asset
liability,noun,asset
liar,noun,square shooter
liberalist,noun,conservative
liberality,noun,illiberality
liberalness,noun,illiberality
liberator,noun,captor
libertarian,noun,necessitarian
licence,verb,decertify
license,verb,decertify
licitness,noun,illicitness
licking,noun,victory
lie,verb,stand
lied,verb,stand
lifelessness,noun,motion
lift,verb,lower
lightening,verb,weigh down
lighter,adjective,heavy
lighting,noun,dark
lighting,verb,extinguish
lightness,noun,heaviness
likelihood,noun,unlikelihood
likeliness,noun,unlikelihood
likeness,noun,unlikeness
liking,noun,dislike
liking,verb,dislike
limitlessness,noun,finiteness
limpidity,noun,obscurity
lingering,verb,rush
link,noun,disconnectedness
link,verb,dissociate
links,noun,disconnectedness
links,verb,dissociate
listed security,noun,unlisted security
literacy,noun,illiteracy
little girl,noun,male child
littleness,noun,largeness
live birth,noun,stillbirth
liveborn infant,noun,stillborn infant
liveness,noun,inanimateness
liveness,verb,deaden
loading,noun,unloading
loan,verb,borrow
loaner,noun,borrower
loaning,verb,borrow
location,noun,studio
lock,verb,unlock
locking,verb,unlock
lodge,verb,dislodge
lodging,verb,dislodge
lodgings,verb,dislodge
loftiness,noun,lowness
logicality,noun,illogicality
logicalness,noun,illogicality
long suit,noun,weak point
longanimity,noun,impatience
longness,noun,shortness
longsightedness,noun,myopia
look,verb,back
loop,noun,open circuit
loop,verb,uncoil
looping,verb,uncoil
looseness,noun,fixedness
looseness,verb,stiffen
loosening,noun,tightening
loosening,verb,stiffen
lord,noun,Lady
loser,noun,winner
losings,noun,winnings
losings,verb,keep
loss,noun,gain
losses,noun,winnings
loudness,noun,softness
love,noun,hate
love,verb,hate
low explosive,noun,high explosive
low frequency,noun,high pitch
low pitch,noun,high pitch
low quality,noun,superiority quality
low relief,noun,high relief
low spirits,noun,high
low status,noun,high status
low temperature,noun,hotness
low tide,noun,high tide
low water,noun,high tide
lower,verb,raise
lower,adjective,high
lower-case letter,noun,uppercase
lower limit,noun,maximum
lowlands,noun,highland
lowliness,noun,high status
lowness,noun,high status
loyalty,noun,disloyalty
lucidity,noun,obscurity
lucidness,noun,obscurity
luckiness,noun,misfortune luck
lucrativeness,noun,unprofitableness
lug,verb,unstuff
luging,verb,unstuff
lull,verb,agitate
lumper,noun,splitter
lying,verb,stand
magnification,noun,understatement
major surgery,noun,minor surgery
majority,noun,minority
make,verb,unmake
making,verb,unmake
malacopterygian,noun,spiny-finned fish
malady,noun,wellness
male aristocrat,noun,female aristocrat
male child,noun,female child
male monarch,noun,queen monarch
male offspring,noun,female offspring
male parent,noun,mother parent
male person,noun,female
male sibling,noun,female sibling
maleficence,noun,beneficence
maleness,noun,femaleness
malevolence,noun,benevolence
malfunction,verb,function
malignance,noun,benignity
malignancy,noun,benignity
malignity,noun,benevolence
malleability,noun,unmalleability
man,noun,woman
man-child,noun,female offspring
man of the cloth,noun,layman
march equinox,noun,autumnal equinox
margin account,noun,cash account
marginality,noun,centrality
mark,verb,ignore
market economy,noun,non-market economy
marking,verb,ignore
marks,verb,ignore
married man,noun,wife
married woman,noun,husband
masculinity,noun,femaleness
mask,verb,unmask
masking,verb,unmask
masochist,noun,sadist
match,verb,disagree
materiality,noun,immateriality
mates,verb,disentangle
mating,verb,disentangle
matting,verb,disentangle
maturation,noun,nondevelopment
matureness,noun,immaturity
maturity,noun,immaturity
maximation,noun,minimization
maximisation,noun,minimization
maximization,noun,minimization
meaningfulness,noun,meaninglessness
meaninglessness,noun,meaningfulness
mediacy,noun,immediacy
mediateness,noun,immediacy
medulla,noun,cortex
meeting,verb,diverge
melioration,noun,decline
member,noun,nonmember
men,noun,woman
mend,verb,break
mendacity,noun,veracity
mending,verb,break
mental ability,noun,incapacity
mental disease,noun,mental health
mental health,noun,mental illness
mental illness,noun,mental health
mercifulness,noun,mercilessness
mercilessness,noun,mercifulness
mercy,noun,mercilessness
merit,noun,demerit
merit system,noun,spoils system
mesh,verb,disengage
meshing,verb,disengage
messiness,noun,tidiness
metier,noun,weak point
midsummer,noun,winter solstice
militarisation,noun,demobilization
militarization,noun,demobilization
military man,noun,civilian
military personnel,noun,civilian
military volunteer,noun,draftee
mind,verb,forget
mindfulness,noun,unmindfulness
minimisation,noun,maximization
minimization,noun,maximization
minor surgery,noun,major surgery
minority,noun,majority
miscarriage,noun,live birth
mischief,noun,beneficence
misconception,noun,conception
misconduct,verb,behave
misconstruction,noun,construction
misfortune,noun,good fortune luck
misogynism,noun,philogyny
misogyny,noun,philogyny
miss,verb,attend to
mistrust,noun,trust
mistrust,verb,trust
mix,verb,segregate
mixing,verb,segregate
mobilisation,noun,demobilization
mobility,noun,immobility
mobilization,noun,demobilization
moderateness,noun,immoderation
moderation,noun,immoderation
modern font,noun,old style
modestness,noun,immodesty
modesty,noun,immodesty
moment,noun,inconsequence
monetisation,noun,demonetization
monetization,noun,demonetization
monism,noun,pluralism
monody,noun,polyphony music
monophonic music,noun,polyphony music
monophony,noun,polyphony music
monosemy,noun,polysemy
monospaced font,noun,proportional font
monotheism,noun,polytheism
morality,noun,immorality
morbidity,noun,wholesomeness
morbidness,noun,wholesomeness
morning,noun,sunset
mortal sin,noun,venial sin
mortality,noun,immortality
mother,noun,father parent
motility,noun,immotility
motion,noun,motionlessness
motionlessness,noun,motion
motivator,noun,disincentive
motor mower,noun,hand mower
mount,verb,wane out
mounting,verb,wane out
movability,noun,immovability
movableness,noun,immovability
move,verb,stay in place still
muliebrity,noun,masculinity
multiculturalism,noun,nationalism
multidimensional language,noun,one-dimensional language
mundaneness,noun,naivete
mundanity,noun,naivete
muscle sense,noun,kinanesthesia
mushroom,noun,toadstool
mutability,noun,immutability
mutableness,noun,immutability
muzzle,verb,unmuzzle
myopia,noun,hyperopia
nadir,noun,zenith
naiveness,noun,sophistication
naivete,noun,sophistication
naivety,noun,sophistication
nakedness,noun,closeness
narrow-mindedness,noun,broad-mindedness
narrowness,noun,wideness-mindedness
nascence,noun,death
nascency,noun,death
nastiness,noun,niceness
nationalisation,noun,denationalization
nationalism,noun,multiculturalism
nationalization,noun,denationalization
nativeness,noun,foreignness
nativity,noun,death
natural depression,noun,natural elevation
natural elevation,noun,natural depression
natural language,noun,artificial language
natural object,noun,artifact
naturalness,noun,unnaturalness
ne plus ultra,noun,imperfection
neap,noun,springtide
neap tide,noun,springtide
nearness,noun,farness
nearsightedness,noun,hyperopia
neatness,noun,untidiness
necessitarian,noun,libertarian
necessity,noun,inessential
need,verb,obviate
negative charge,noun,positive charge
negativeness,noun,positivity
negativism,noun,positivity
negativity,noun,positivity
neglect,verb,attend to
neighborliness,noun,unneighborliness
neighbourliness,noun,unneighborliness
nephew,noun,niece
nether region,noun,Heaven
neurotic depression,noun,psychotic depression
newness,noun,oldness
niceness,noun,impoliteness
niece,noun,nephew
night,noun,day
night game,noun,day game
night school,noun,day school
nighttime,noun,day
nix,verb,permit
nobleman,noun,Lady
noblewoman,noun,Lord
node,noun,antinode
nominative case,noun,oblique
non-dedicated file server,noun,dedicated file server
non-engagement,noun,engagement
non-involvement,noun,engagement
non-market economy,noun,market economy
non-proliferation,noun,proliferation
non-volatile storage,noun,volatile storage storage
nonabsorbency,noun,absorbency
nonage,noun,majority
nonalignment,noun,alignment
nonalinement,noun,alignment
nonattendance,noun,attendance
nonbeing,noun,being
nonbiodegradable pollution,noun,biodegradable pollution
noncitizen,noun,citizen
noncoding dna,noun,exon
noncompliance,noun,obedience
nonconductor,noun,conductor
nonconformance,noun,conformity
nonconformism,noun,conformity
nonconformity,noun,conformity
nondevelopment,noun,development
nondrinker,noun,drinker
nondriver,noun,driver
nonentity,noun,existence
nonequivalence,noun,equivalence
nonexistence,noun,existence
noninterference,noun,intervention
nonintervention,noun,intervention
nonmember,noun,member
nonobservance,noun,observance
nonparticipation,noun,engagement
nonpartisanship,noun,partiality
nonpayment,noun,payment
nonproliferation,noun,proliferation
nonreligious person,noun,religious person
nonremittal,noun,payment
nonsingular matrix,noun,singular matrix
nonsmoker,noun,smoker
nonstarter,noun,achiever
nonuniformity,noun,uniformity
nonvolatile storage,noun,volatile storage storage
nonworker,noun,worker
normalcy,noun,abnormality
normality,noun,abnormality
northernness,noun,southernness
note,verb,ignore
notice,verb,ignore
nowness,noun,futurity
nurse,verb,bottlefeed
nursing,verb,bottlefeed
obedience,noun,disobedience
obeisance,noun,disobedience
object program,noun,source program
oblique angle,noun,right angle
oblique case,noun,nominative
oblique triangle,noun,right triangle
obscureness,noun,clarity
obscurity,noun,clarity
observance,noun,nonobservance
obtrusiveness,noun,unobtrusiveness
obtuseness,noun,acuteness
obverse,noun,reverse
occupant,noun,nonresident
occupier,noun,nonresident
odd-toed ungulate,noun,even-toed ungulate
oestrus,noun,anestrus
off-season,noun,high season
offence,noun,defense
offense,noun,defense
offerer,adjective,on
offset,noun,middle
old style,noun,modern
old style font,noun,modern
oldness,noun,youngness
one-dimensional language,noun,multidimensional language
ontogenesis,noun,nondevelopment
ontogeny,noun,nondevelopment
onward motion,noun,retreat
opacity,noun,transparency
opaqueness,noun,clarity
open chain,noun,closed chain
open circuit,noun,closed circuit
open interval,noun,closed interval
openness,noun,closeness
opportuneness,noun,inopportuneness
opposer,noun,agonist
opposite word,noun,synonym
opprobrium,noun,fame
optimism,noun,pessimism
optimist,noun,pessimist
order,noun,disorder
order,verb,deregulate
ordering,verb,deregulate
orderliness,noun,disorderliness
ordinariness,noun,extraordinariness
organic disorder,noun,functional disorder
orient,verb,disorient
original sin,noun,actual sin
originality,noun,unoriginality
orthodoxy,noun,unorthodoxy
otc security,noun,listed security
otherworldliness,noun,worldliness
out-basket,noun,in-basket
out-of-the-box thinking,noun,convergent thinking
out-tray,noun,in-basket
outer garment,noun,undergarment
outfield,noun,infield
outflow,noun,inflow
outgo,noun,income
outlander,noun,citizen
outlay,noun,income
outpatient,noun,inpatient
outset,noun,middle
outwardness,noun,inwardness
over-the-counter drug,noun,prescription drug medicine
over-the-counter medicine,noun,prescription drug medicine
over the counter security,noun,listed security
overachievement,noun,underachievement
overacting,verb,underact
overbid,verb,underbid
overcasting,verb,clear up
overcharge,verb,undercharge
overclothes,verb,underdress
overestimate,verb,underestimate
overgarment,noun,undergarment
overlook,verb,attend to
overrating,verb,underestimate
overshoot,verb,undershoot
overstatement,noun,understatement
ovulation,noun,anovulation
pack,verb,unpack
package,noun,hardware
package,verb,unbox
packaging,verb,unbox
packing,verb,unpack
pain,noun,pleasure
painfulness,noun,pleasure
pains,noun,pleasure
painstakingness,noun,unconscientiousness
palatability,noun,unpalatability
palatableness,noun,unpalatability
palingenesis,noun,cenogenesis
palpability,noun,intangibility
paper loss,noun,paper profit
paper profit,noun,paper loss
parallel operation,noun,serial operation
parallelogram,noun,trapezium
parasite,noun,host
parent,noun,child
partiality,noun,impartiality
participation,noun,non-engagement-involvement
particular proposition,noun,universal proposition
particularity,noun,generality
partisanship,noun,impartiality
passive trust,noun,active trust
passive voice,noun,active voice
past times,noun,future
pastness,noun,presentness
patience,noun,impatience
patness,noun,inopportuneness
pay,verb,default
payment,noun,nonpayment
peace,noun,war
peacenik,noun,hawk
peach,verb,keep quiet
peak,verb,bottom out
peak season,noun,off-season
peel,verb,dress
peeling,verb,dress
peeress,noun,Lord
pellucidity,noun,obscurity
penalty,noun,reward
penetrability,noun,impenetrability
perceptibility,noun,imperceptibility
perceptiveness,noun,unperceptiveness
perdition,noun,Heaven
perfecter,adjective,imperfect
perfectibility,noun,imperfectibility
perfection,noun,imperfection
periapsis,noun,apoapsis of apoapsis
perigee,noun,apogee
perihelion,noun,aphelion
perijove,noun,apojove
perilune,noun,aposelene
periselene,noun,aposelene
perissodactyl,noun,even-toed ungulate
perissodactyl mammal,noun,even-toed ungulate
peristalsis,noun,anastalsis
permanence,noun,impermanence
permanency,noun,impermanence
permeability,noun,impermeability
permeableness,noun,impermeability
permissibility,noun,impermissibility
permissiveness,noun,unpermissiveness
permit,verb,forbid
personal judgement,noun,judgment in rem
personal judgment,noun,judgment in rem
persuasion,noun,dissuasion
persuasiveness,noun,unpersuasiveness
pertinence,noun,inapplicability
pertinency,noun,inapplicability
perviousness,noun,impenetrability
pessimism,noun,optimism
pessimist,noun,optimist
petit larceny,noun,grand larceny
petty larceny,noun,grand larceny
phanerogamae,noun,Cryptogamia
philogyny,noun,misogyny
physical fitness,noun,unfitness
physicalness,noun,immateriality
piece,verb,disassemble
piety,noun,impiety
pigmentation,noun,depigmentation
pilosity,noun,hairlessness
pin,verb,unpin
pining,verb,unpin
pinning,verb,unpin
piousness,noun,impiety
pit,noun,Heaven
place,verb,divest
plaintiff,noun,defendant
plantigrade mammal,noun,digitigrade mammal
plasticity,noun,unmalleability
plausibility,noun,implausibility
plausibleness,noun,implausibility
play,noun,tightness
pleasance,noun,pain
pleasantness,noun,unpleasantness
pleasingness,noun,unpleasingness
pleasure,noun,pain
pleasure-pain principle,noun,reality principle
pleasure-unpleasure principle,noun,reality principle
pleasure principle,noun,reality principle
pleurocarp,noun,acrocarp
pleurocarpous moss,noun,acrocarp
plosive,noun,continuant consonant
plosive consonant,noun,continuant consonant
plosive speech sound,noun,continuant consonant
pluck,noun,gutlessness
pluck,verb,undercharge
pluckiness,noun,gutlessness
plume,verb,undercharge
plural form,noun,singular
pluralism,noun,monism
point,noun,unpointedness
point of apoapsis,noun,periapsis of periapsis
point of periapsis,noun,apoapsis of apoapsis
pointedness,noun,unpointedness
politeness,noun,impoliteness
political correctitude,noun,political incorrectness
political correctness,noun,political incorrectness
political incorrectness,noun,political correctness
pollution,noun,decontamination
polyphonic music,noun,monophony music
polyphony,noun,monophony music
polysemy,noun,monosemy
polytheism,noun,monotheism
poor people,noun,rich people
poorness,noun,wealth
popularity,noun,unpopularity
populated area,noun,rural area
porosity,noun,solidity
porousness,noun,solidity
positive charge,noun,negative charge
positiveness,noun,negativity
positivism,noun,negativity
positivity,noun,negativity
possibility,noun,impossibility
possibleness,noun,impossibility
posteriority,noun,anteriority
postulate,verb,obviate
potence,noun,impotency
potency,noun,impotency
potentiality,noun,incapability
poverty,noun,wealth
power,noun,powerlessness
power mower,noun,hand mower
powerfulness,noun,powerlessness
powerlessness,noun,power
practicability,noun,impracticability
practicableness,noun,impracticability
practicality,noun,impracticality
praise,verb,criticize
precariousness,noun,certainty
precedence,noun,posteriority
precedency,noun,posteriority
precipitousness,noun,gradualness
preciseness,noun,impreciseness
precision,noun,impreciseness
predictability,noun,unpredictability
prefix,verb,suffix
preparation,noun,resolution
prescription drug,noun,over-the-counter drug-the-counter medicine
prescription medicine,noun,over-the-counter drug-the-counter medicine
prescriptive linguistics,noun,descriptive linguistics
presence,noun,absence
presentness,noun,futurity
preserve,verb,discontinue
preserves,verb,discontinue
pretension,noun,unpretentiousness
pretentiousness,noun,unpretentiousness
prevaricator,noun,square shooter
pride,noun,humility
pridefulness,noun,humility
primary cell,noun,electrolytic cell
priority,noun,posteriority
private enterprise,noun,non-market economy
privatisation,noun,nationalization
privatization,noun,nationalization
pro-lifer,adjective,pro-choice
probability,noun,improbability
procaryote,noun,eukaryote
proceeding,verb,discontinue
proceedings,verb,discontinue
proceeds,verb,discontinue
procession,noun,retreat
productiveness,noun,unproductiveness
productivity,noun,unproductiveness
profit,verb,lose
profitability,noun,unprofitableness
profitableness,noun,unfavorableness
profits,noun,losings
profits,verb,lose
profoundness,noun,shallowness
profundity,noun,superficiality
progress,noun,retreat
progress,verb,regress
progression,noun,retreat
prokaryote,noun,eukaryote
proliferation,noun,nonproliferation
prominence,noun,obscurity
promotion,noun,demotion
promptness,noun,tardiness
pronation,noun,supination
proper name,noun,common noun
proper noun,noun,common noun
properness,noun,impropriety
propitiousness,noun,inauspiciousness
proportion,noun,disproportion
proportional font,noun,fixed-width font
proprietary drug,noun,generic drug
propriety,noun,impropriety
prosecution,noun,defense
providence,noun,improvidence
prudence,noun,imprudence
psychopathy,noun,mental health
psychotic depression,noun,neurotic depression
puke,verb,keep down
puking,verb,keep down
pull,verb,push
pulling,verb,push
punctuality,noun,tardiness
purchase,verb,sell
